Frame 0
0 0 0 0.126987 0.968868 0.913376 0.01
0 0 0 0.278498 0.188382 0.546881 0.01
0 0 0 0.157613 0.725839 0.970593 0.01
0 0 0 0.80028 0.297029 0.141886 0.01
0 0 0 0.792207 0.878431 0.959492 0.01
0 0 0 0.849129 0.211924 0.933993 0.01
0 0 0 0.743132 0.474759 0.392227 0.01
0 0 0 0.706046 0.79728 0.0318328 0.01
0 0 0 0.0971318 0.994069 0.823458 0.01
0 0 0 0.950222 0.490589 0.0344461 0.01
0 0 0 0.765517 0.0512164 0.7952 0.01
0 0 0 0.445586 0.487569 0.646313 0.01
0 0 0 0.276025 0.705774 0.679703 0.01
0 0 0 0.118998 0.456033 0.498364 0.01
0 0 0 0.585268 0.808176 0.223812 0.01
0 0 0 0.505957 0.940074 0.699077 0.01
0 0 0 0.547216 0.158058 0.138624 0.01
0 0 0 0.840717 0.988522 0.254282 0.01
0 0 0 0.929264 0.217238 0.349984 0.01
0 0 0 0.616045 0.778898 0.473289 0.01
Frame 1
0 0 0 0.126987 0.968868 0.913376 0.01
0 0 0 0.278498 0.188382 0.546881 0.01
0 0 0 0.157613 0.725839 0.970593 0.01
0 0 0 0.80028 0.297029 0.141886 0.01
0 0 0 0.792207 0.878431 0.959492 0.01
0 0 0 0.849129 0.211924 0.933993 0.01
0 0 0 0.743132 0.474759 0.392227 0.01
0 0 0 0.706046 0.79728 0.0318328 0.01
0 0 0 0.0971318 0.994069 0.823458 0.01
0 0 0 0.950222 0.490589 0.0344461 0.01
0 0 0 0.765517 0.0512164 0.7952 0.01
0 0 0 0.445586 0.487569 0.646313 0.01
0 0 0 0.276025 0.705774 0.679703 0.01
0 0 0 0.118998 0.456033 0.498364 0.01
0 0 0 0.585268 0.808176 0.223812 0.01
0 0 0 0.505957 0.940074 0.699077 0.01
0 0 0 0.547216 0.158058 0.138624 0.01
0 0 0 0.840717 0.988522 0.254282 0.01
0 0 0 0.929264 0.217238 0.349984 0.01
0 0 0 0.616045 0.778898 0.473289 0.01
Frame 2
-1.85884 1.08397 0.224144 0.917194 0.695233 0.285839 0.02
-1.38577 1.27755 1.04666 0.380446 0.208068 0.567822 0.02
-0.657895 0.446342 -1.57585 0.530798 0.592824 0.779167 0.02
0.880127 0.0120509 -0.992812 0.568824 0.394908 0.469391 0.02
-0.248874 1.67924 -0.594274 0.162182 0.927493 0.794285 0.02
1.38429 1.51479 0.121675 0.165649 0.119547 0.601982 0.02
-1.03345 1.66472 0.623394 0.689215 0.716101 0.748152 0.02
-0.247743 1.18379 -2.0184 0.228977 0.505499 0.913337 0.02
0 0 0 0.0964545 0.22342 0.131973 0.01
1.28112 1.61936 -0.242302 0.106653 0.498544 0.961898 0.02
2.02409 0.419964 1.36393 0.817303 0.363186 0.868695 0.02
-1.32196 1.90973 -0.475755 0.25987 0.0450595 0.800068 0.02
-0.000269725 0.595644 1.04806 0.181847 0.982361 0.263803 0.02
-0.324702 1.57123 -1.6907 0.869292 0.077557 0.579705 0.02
1.54614 0.191638 -1.56129 0.853031 0.533933 0.622055 0.02
0.402546 1.29034 0.0342345 0.401808 0.382333 0.0759667 0.02
1.0063 0.297004 -1.19113 0.183908 0.504771 0.239953 0.02
0 0 0 0.575209 0.757504 0.0597795 0.01
0.0275937 2.13843 -0.0438687 0.337719 0.887726 0.900054 0.02
0.839756 0.245925 -1.06164 0.780252 0.877364 0.389739 0.02
Frame 3
-3.71768 2.14341 0.448289 0.917194 0.695233 0.285839 0.03
-2.77153 2.53058 2.09332 0.380446 0.208068 0.567822 0.03
-1.31579 0.86816 -3.15169 0.530798 0.592824 0.779167 0.03
0 0 0 0.322511 0.0154034 0.404981 0.01
-0.497749 3.33396 -1.18855 0.162182 0.927493 0.794285 0.03
2.76857 3.00506 0.24335 0.165649 0.119547 0.601982 0.03
-2.0669 3.30491 1.24679 0.689215 0.716101 0.748152 0.03
-0.495487 2.34306 -4.03679 0.228977 0.505499 0.913337 0.03
-0.276032 1.95354 -0.379394 0.0964545 0.22342 0.131973 0.02
2.56225 3.2142 -0.484604 0.106653 0.498544 0.961898 0.03
4.04818 0.815404 2.72787 0.817303 0.363186 0.868695 0.03
-2.64392 3.79493 -0.951509 0.25987 0.0450595 0.800068 0.03
-0.000539451 1.16676 2.09612 0.181847 0.982361 0.263803 0.03
-0.649404 3.11794 -3.38141 0.869292 0.077557 0.579705 0.03
3.09229 0.358751 -3.12259 0.853031 0.533933 0.622055 0.03
0.805091 2.55615 0.068469 0.401808 0.382333 0.0759667 0.03
2.01259 0.569484 -2.38226 0.183908 0.504771 0.239953 0.03
0 0 0 0.258296 0.731722 0.129847 0.01
0.0551873 4.25234 -0.0877374 0.337719 0.887726 0.900054 0.03
1.67951 0.467326 -2.12327 0.780252 0.877364 0.389739 0.03
Frame 4
-5.57652 3.17833 0.672433 0.917194 0.695233 0.285839 0.04
-4.1573 3.75908 3.13998 0.380446 0.208068 0.567822 0.04
-1.97368 1.26545 -4.72754 0.530798 0.592824 0.779167 0.04
-0.634151 0.951066 -2.09224 0.322511 0.0154034 0.404981 0.02
-0.746623 4.96415 -1.78282 0.162182 0.927493 0.794285 0.04
4.15286 4.4708 0.365025 0.165649 0.119547 0.601982 0.04
-3.10035 4.92058 1.87018 0.689215 0.716101 0.748152 0.04
-0.74323 3.4778 -6.05519 0.228977 0.505499 0.913337 0.04
-0.552064 3.88255 -0.758788 0.0964545 0.22342 0.131973 0.03
3.84337 4.78451 -0.726906 0.106653 0.498544 0.961898 0.04
6.07228 1.18632 4.0918 0.817303 0.363186 0.868695 0.04
-3.96588 5.65561 -1.42726 0.25987 0.0450595 0.800068 0.04
-0.000809176 1.71336 3.14418 0.181847 0.982361 0.263803 0.04
-0.974105 4.64012 -5.07211 0.869292 0.077557 0.579705 0.04
4.63843 0.501339 -4.68388 0.853031 0.533933 0.622055 0.04
1.20764 3.79744 0.102703 0.401808 0.382333 0.0759667 0.04
3.01889 0.817438 -3.57339 0.183908 0.504771 0.239953 0.04
0.829054 1.68822 1.33833 0.258296 0.731722 0.129847 0.02
0.082781 6.34172 -0.131606 0.337719 0.887726 0.900054 0.04
2.51927 0.664201 -3.18491 0.780252 0.877364 0.389739 0.04
Frame 5
-7.43536 4.18872 0.896578 0.917194 0.695233 0.285839 0.05
-5.54307 4.96306 4.18663 0.380446 0.208068 0.567822 0.05
-2.63158 1.63822 -6.30339 0.530798 0.592824 0.779167 0.05
-1.2683 1.87761 -4.18448 0.322511 0.0154034 0.404981 0.03
-0.995498 6.56982 -2.3771 0.162182 0.927493 0.794285 0.05
5.53715 5.91202 0.4867 0.165649 0.119547 0.601982 0.05
-4.13381 6.51172 2.49357 0.689215 0.716101 0.748152 0.05
-0.990973 4.58802 -8.07358 0.228977 0.505499 0.913337 0.05
-0.828096 5.78704 -1.13818 0.0964545 0.22342 0.131973 0.04
5.1245 6.3303 -0.969208 0.106653 0.498544 0.961898 0.05
8.09637 1.53271 5.45573 0.817303 0.363186 0.868695 0.05
-5.28784 7.49176 -1.90302 0.25987 0.0450595 0.800068 0.05
-0.0010789 2.23542 4.19223 0.181847 0.982361 0.263803 0.05
-1.29881 6.13778 -6.76282 0.869292 0.077557 0.579705 0.05
6.18457 0.619401 -6.24517 0.853031 0.533933 0.622055 0.05
1.61018 5.0142 0.136938 0.401808 0.382333 0.0759667 0.05
4.02518 1.04087 -4.76451 0.183908 0.504771 0.239953 0.05
1.65811 3.35191 2.67665 0.258296 0.731722 0.129847 0.03
0.110375 8.40657 -0.175475 0.337719 0.887726 0.900054 0.05
3.35903 0.836551 -4.24654 0.780252 0.877364 0.389739 0.05
Frame 6
-9.2942 5.17459 1.12072 0.917194 0.695233 0.285839 0.06
